id,word,definition,length,releaseDate
10850,stratejik,i̇zlemsel,9,2025-09-20
10851,yargıçlık,"yargıcın görevi, hâkimlik",9,2025-09-20
10852,müdür,başöğretmen,5,2025-09-21
10853,buzul,"kutup bölgelerinde veya dağ başlarında bulunan büyük kar ve buz kütlesi, cümudiye",5,2025-09-21
10854,zihnen,zihince,6,2025-09-21
10855,dokuma,"kumaş olabilen, kumaş yapılabilen",6,2025-09-21
10856,ayniyet,aynılık,7,2025-09-21
10857,otlakçı,asalak,7,2025-09-21
10858,kıymetli,değerli,8,2025-09-21
10859,antlaşma,bu durumu belirten belge,8,2025-09-21
10860,plüralist,çoğulcu,9,2025-09-21
10861,ezebilmek,ezmeye gücü yetmek,9,2025-09-21
10862,gözgü,ayna,5,2025-09-22
10863,afişe,açıklanmış,5,2025-09-22
10864,yenmek,"kazanmak, ütmek",6,2025-09-22
10865,susmak,konuşmasını kesmek,6,2025-09-22
10866,muaraza,"çekişme, kavga",7,2025-09-22
10867,soluğan,nefes darlığına tutulmuş,7,2025-09-22
10868,kesmelik,kesme taş çıkarılan ocak,8,2025-09-22
10869,vazifeli,görevli,8,2025-09-22
10870,ağaçlıklı,ağacı bol olan (yer),9,2025-09-22
10871,partisyon,bir orkestra eserinde bölümlerin bütününü içine alan nota defteri,9,2025-09-22
10872,behre,"pay, nasip, hisse",5,2025-09-23
10873,cihar,tavla oyununda dört sayısı,5,2025-09-23
10874,spotçu,bir malı çok miktarda toptancıdan veresiye aldıktan sonra piyasada değerinden daha aşağıya peşin olarak satan kimse,6,2025-09-23
10875,emaret,beylik,6,2025-09-23
10876,sadeyağ,tereyağı,7,2025-09-23
10877,silikon,"kapı, pencere vb.ndeki aralıkları örterek hava ve su geçmesini önlemek amacıyla kullanılan şeffaf ve yapışkan bir madde",7,2025-09-23
10878,tabetmek,basmak,8,2025-09-23
10879,janjanlı,yanardöner olan,8,2025-09-23
10880,merserize,bu iplikle yapılan,9,2025-09-23
10881,filtresiz,filtre takılmamış olan,9,2025-09-23
10882,espri,nükte,5,2025-09-24
10883,külçe,yığın durumundaki nesnelerin oluşturduğu küme,5,2025-09-24
10884,protez,takma,6,2025-09-24
10885,kortej,"bir devlet büyüğünün yanında bulunan kimseler, maiyet",6,2025-09-24
10886,haziran,yılın altıncı ayı,7,2025-09-24
10887,kötülük,zarar verecek davranış veya söz,7,2025-09-24
10888,titreyiş,titreme işi,8,2025-09-24
10889,aragonit,"beyaz, yeşil, mavimsi gri renkte billurlaşmış bir kalsiyum karbonat türü",8,2025-09-24
10890,zapturapt,disiplin,9,2025-09-24
10891,gevelemek,bir şeyi çiğnemeden ağız içinde evirip çevirmek,9,2025-09-24
10892,çavuş,osmanlı ordusunda üst komutanların buyruklarını ast komutanlara ulaştıran görevli,5,2025-09-25
10893,somak,hayvanlarda yüzün çıkıntılı ve az çok sivri olan ön bölümü,5,2025-09-25
10894,asetat,"asetik asidin tuzu veya esteri, saydam",6,2025-09-25
10895,ilkeci,i̇lkelerine bağlı kimse,6,2025-09-25
10896,cazbant,caz müziği çalan orkestra,7,2025-09-25
10897,tedahül,"yığılıp kalma, birikme",7,2025-09-25
10898,papalina,sardalya yavrusu,8,2025-09-25
10899,maddiyat,madde ile ilgili şeyler,8,2025-09-25
10900,bahsetmek,"bir konu üzerinde söz söylemek, konuşmak",9,2025-09-25
10901,sosyalizm,toplumculuk,9,2025-09-25
10902,viraj,dönemeç,5,2025-09-26
10903,mekik,"el veya otomatik dokuma tezgâhlarında atkı veya argaç denilen ve enine olan iplikleri, uzunlamasına olan arışların arasından geçirmeye yarayan masuralı araç",5,2025-09-26
10904,kavram,"tutam, avuç dolusu",6,2025-09-26
10905,çaylak,toy (i),6,2025-09-26
10906,antikor,vücuda giren antijenlere karşı oluşan bağışıklık proteini,7,2025-09-26
10907,asmalık,asma için ayrılmış (yer veya toprak),7,2025-09-26
10908,derinlik,bir cismin en ve boy dışındaki üçüncü boyutu,8,2025-09-26
10909,dinlemek,"uymak, baş eğmek, itaat etmek",8,2025-09-26
10910,mahmudiye,"bugün süs altını gibi kullanılan, ii. mahmut zamanında basılmış, ince altın sikke",9,2025-09-26
10911,süpürgeci,sokak süpürücüsü,9,2025-09-26
10912,çözüş,çözme işi,5,2025-09-27
10913,sprey,püskürtücü,5,2025-09-27
10914,pislik,kötü durum,6,2025-09-27
10915,mesken,konut(i),6,2025-09-27
10916,eytişim,diyalektik,7,2025-09-27
10917,içilmek,i̇çme işi yapılmak,7,2025-09-27
10918,bedesten,"kumaş, mücevher vb. değerli eşyaların alınıp satıldığı kapalı çarşı",8,2025-09-27
10919,muhasebe,"hesaplaşma, karşılıklı hesap görme",8,2025-09-27
10920,neolojizm,türenti,9,2025-09-27
10921,dahletmek,"karışmak, burnunu sokmak",9,2025-09-27
10922,kutur,daire ve kürede çap,5,2025-09-28
10923,çello,viyolonsel,5,2025-09-28
10924,dombay,"manda, su sığırı",6,2025-09-28
10925,denaet,alçaklık,6,2025-09-28
10926,miyosen,bu döneme ilişkin,7,2025-09-28
10927,usulsüz,yöntemsiz,7,2025-09-28
10928,temeyyüz,"kendini gösterme, sivrilme",8,2025-09-28
10929,otokrasi,"hükümdarın, bütün siyasal kudreti elinde bulundurduğu yönetim biçimi",8,2025-09-28
10930,hukukilik,tüzellik,9,2025-09-28
10931,alüminyum,bu elementten yapılmış,9,2025-09-28
10932,vatka,"giysilerde, omuzların dik durmasını sağlamak amacıyla içine konulan parça",5,2025-09-29
10933,göğem,yeşile çalan mor renk,5,2025-09-29
10934,çaprak,eyer örtüsü,6,2025-09-29
10935,diskur,"söylev, nutuk",6,2025-09-29
10936,süzülme,bir uçağın motorunu boşa alarak veya durdurarak yaptığı uçuş,7,2025-09-29
10937,reaktör,bir katalizör yardımıyla kimyasal tepkime yaparak üretim elde edilen endüstri kuruluşu,7,2025-09-29
10938,enaniyet,bencillik,8,2025-09-29
10939,güvenlik,"toplum yaşamında yasal düzenin aksamadan yürütülmesi, kişilerin korkusuzca yaşayabilmesi durumu, emniyet",8,2025-09-29
10940,kontenjan,"bir yükümlülük veya yararlanma işinde, o işin kapsamına girenlerin oluşturduğu belirli sayıdaki topluluk",9,2025-09-29
10941,kıldırmak,namaz kılınmasını sağlamak,9,2025-09-29
10942,matuf,bir yöne eğilmiş,5,2025-09-30
10943,kelli,"`sonra` edatı gibi, çıkma durumundaki sözlerin ardı sıra geldiğinde birbirine bağladığı iki yargıdan birincisini zorlayıcı bir sebep olarak gösteren bir söz",5,2025-09-30
10944,muhkem,"sağlam, sağlamlaştırılmış",6,2025-09-30
10945,irinli,"i̇rin toplamış, cerahatli",6,2025-09-30
10946,çerçeve,beden eğitiminde asılma ve tırmanmalar için kullanılan araç,7,2025-09-30
10947,bahriye,bir devletin deniz güçlerinin ve kuruluşlarının bütünü,7,2025-09-30
10948,kırılgan,kolay ve çabuk gücenen,8,2025-09-30
10949,gönüldaş,"duyguları aynı olanlardan her biri, candan dost",8,2025-09-30
10950,raptetmek,"bir şeyi bir yere iliştirmek, tutturmak",9,2025-09-30
10951,folklorcu,halk bilimci,9,2025-09-30
10952,ayran,süt veya yoğurt yayıkta çalkalanarak yağı alındıktan sonra kalan sulu bölüm,5,2025-10-01
10953,tekit,üsteleme,5,2025-10-01
10954,nobran,"davranışı kaba, sert ve gönül kırıcı olan, nadan",6,2025-10-01
10955,tebrik,kutlama,6,2025-10-01
10956,musibet,"ansızın gelen felaket, sıkıntı veren şey",7,2025-10-01
10957,gönüllü,seven kimse veya sevgili,7,2025-10-01
10958,sağlamak,bir işlemin doğruluğunu ortaya koymak,8,2025-10-01
10959,acemilik,"acemice davranış, toyluk",8,2025-10-01
10960,hususiyet,"i̇leri derecede tanışıklık, ahbaplık, yakınlık",9,2025-10-01
10961,sterilize,kısırlaştırılmış,9,2025-10-01
10962,arşiv,belgelik,5,2025-10-02
10963,dergi,"siyaset, edebiyat, teknik, ekonomi vb. konuları inceleyen ve belirli aralıklarla çıkan süreli yayın, bülten, mecmua",5,2025-10-02
10964,kankan,kadınların oynadığı hareketli bir fransız dansı,6,2025-10-02
10965,seksen,yetmiş dokuzdan sonra gelen sayının adı,6,2025-10-02
10966,çıkışlı,"belli bir okulu veya öğrenim kademesini bitirmiş olan, mezun",7,2025-10-02
10967,inhilal,açılma,7,2025-10-02
10968,hesapsız,"ölçüsüz, tutumsuz, savruk, müsrif",8,2025-10-02
10969,portbebe,bebekleri kucakta veya elde taşımak için kullanılan çanta,8,2025-10-02
10970,plütonyum,"atom numarası 94 olan, neptünyumdan elde edilen radyoaktif bir element (simgesi pu)",9,2025-10-02
10971,abullabut,"biçimsiz ve kötü giyinen, giyimine özen göstermeyen (kimse)",9,2025-10-02
10972,diken,bu çıkıntıları çok olan bitki,5,2025-10-03
10973,davet,yemekli toplantı,5,2025-10-03
10974,duayen,aksakal,6,2025-10-03
10975,çeteci,çeteden olan kimse,6,2025-10-03
10976,sizinki,yakın çevrede olan bir kimseden söz ederken kullanılan bir söz,7,2025-10-03
10977,menekşe,"bu bitkinin mor renkli, güzel kokulu çiçeği",7,2025-10-03
10978,külliyat,bir yazarın bütün eserlerini içeren dizi,8,2025-10-03
10979,izmihlal,"yıkılma, çökme",8,2025-10-03
10980,bağrılmak,bağırma işi yapılmak,9,2025-10-03
10981,curcunalı,"gürültülü, patırtılı, şamatalı (yer, ses, hava)",9,2025-10-03
10982,fünye,barut vb. patlayıcı maddeleri ateşlemek için kullanılan kapsül,5,2025-10-04
10983,pabuç,ayakkabı,5,2025-10-04
10984,mazbut,"bir yere yazılmış, deftere geçirilmiş",6,2025-10-04
10985,mağşuş,karışık,6,2025-10-04
10986,yönerge,"herhangi bir konuda tutulacak yol için üst makamlardan alt makamlara belli bir esasa dayanarak verilen buyruk, talimat, direktif",7,2025-10-04
10987,infazcı,öldürme veya cezalandırma işini yapan kimse,7,2025-10-04
10988,mektepli,"okula giden kimse, öğrenci",8,2025-10-04
10989,ataerkil,"soyda, temel olarak babayı alan ve ailede çocukları baba soyuna mal eden (topluluk), pederşahi, patriarkal",8,2025-10-04
10990,sızdırmak,gizlice sokmak,9,2025-10-04
10991,hoşnutsuz,hoşnut olmayan,9,2025-10-04
10992,çubuk,kumaşta düz çizgi,5,2025-10-05
10993,sarış,sarma işi,5,2025-10-05
10994,sayılı,"az görülen, önemli, mahdut",6,2025-10-05
10995,şakuli,çekülle ilgili,6,2025-10-05
10996,zatürre,"ateş, öksürük ve balgamla beliren, tehlikeli bir akciğer hastalığı, batar",7,2025-10-05
10997,uygarca,çağdaş,7,2025-10-05
10998,istirham,"yalvarma, merhamet dileme",8,2025-10-05
10999,sungurlu,çorum iline bağlı ilçelerden biri,8,2025-10-05
11000,anıştırma,telmih,9,2025-10-05
11001,klikleşme,hizipleşme,9,2025-10-05
11002,imale,"aruz vezninde kısa okunması gereken heceyi ölçüye uydurmak için uzun okuma, zihaf karşıtı",5,2025-10-06
11003,bidat,i̇slam dininde hz. muhammed zamanından sonra ortaya çıkan değişik yargılar ve ilkeler,5,2025-10-06
11004,peltek,"tutuk, titrek (konuşma)",6,2025-10-06
11005,düklük,bir dükün yönetimindeki ülke,6,2025-10-06
11006,cemiyet,dernek,7,2025-10-06
11007,becayiş,karşılıklı yer değiştirme,7,2025-10-06
11008,ilkbahar,"kuzey yarım kürede mart, nisan ve mayıs aylarını içine alan, 21 mart-22 haziran arası zaman aralığı, bahar, erken bahar, evvel bahar, ilkyaz",8,2025-10-06
11009,hudutsuz,sınırsız,8,2025-10-06
11010,kiralamak,birini belli bir ücretle belirli bir süre çalıştırmak,9,2025-10-06
11011,güvenilme,"güven duyulma, güvenle bakılma",9,2025-10-06
11012,marda,iskarta mal,5,2025-10-07
11013,öteki,mevcut kültürün içinde dışlanmış olan,5,2025-10-07
11014,geçgeç,seyredilecek uygun bir program aramak amacıyla televizyon kanallarını tarama,6,2025-10-07
11015,muasır,çağdaş,6,2025-10-07
11016,küremsi,"küreye benzeyen, küreyi andıran, küre gibi",7,2025-10-07
11017,mazbata,tutanak,7,2025-10-07
11018,tabiilik,doğal olma durumu,8,2025-10-07
11019,jeokimya,yer kabuğunu oluşturan kimyasal ögelerin tümü,8,2025-10-07
11020,antrenman,alıştırma,9,2025-10-07
11021,alagarson,oğlan saçı biçiminde kısa kesilmiş kadın saçı,9,2025-10-07
11022,babaç,erkek kümes hayvanlarının en iri ve yaşlı olanı,5,2025-10-08
11023,gayrı,"başka, diğer",5,2025-10-08
11024,sulama,arklar veya savaklar yardımı ile su akıtarak herhangi bir toprak bölgesini kuraklıktan kurtarma,6,2025-10-08
11025,ödeniş,ödenme işi,6,2025-10-08
11026,tekstil,dokumacılık,7,2025-10-08
11027,odabaşı,hanlarda çalışan uşakların başı,7,2025-10-08
11028,tahsisli,"bir şeye özgü kılınmış, bir şeye ayrılmış",8,2025-10-08
11029,kesatlık,kıtlık zamanı,8,2025-10-08
11030,sarıdiken,"dikenli, tüylü, iki veya çok yıllık otsu bir bitki (scolymus hispanicus)",9,2025-10-08
11031,seksenlik,i̇çinde seksen sayı bulunan,9,2025-10-08
11032,almaç,"bir elektrik akımını alıp başka bir kuvvete çeviren cihaz, alıcı, reseptör",5,2025-10-09
11033,esbap,"vasıtalar, araçlar",5,2025-10-09
11034,şovmen,gösteri adamı,6,2025-10-09
11035,badehu,ondan sonra,6,2025-10-09
11036,münzevi,"topluluktan kaçan, yalnız başına kalmayı seven",7,2025-10-09
11037,soğumak,"birine veya bir şeye duyulan istek, sevgi ve ilgi kalmamak",7,2025-10-09
11038,bildirge,beyanname,8,2025-10-09
11039,münebbih,uyarıcı,8,2025-10-09
11040,keşişhane,manastır,9,2025-10-09
11041,yavrukurt,i̇zci çocuk,9,2025-10-09
11042,bezci,bez yapan veya alıp satan kimse,5,2025-10-10
11043,üstat,bilim veya sanat alanında üstün bilgisi ve yeteneği olan kimse,5,2025-10-10
11044,şallak,giyimine özen göstermeyen kimse,6,2025-10-10
11045,melike,kadın hükümdar,6,2025-10-10
11046,oynayış,oynama işi,7,2025-10-10
11047,kiloton,değeri bin ton olan kütle birimi,7,2025-10-10
11048,selamlık,"saray, köşk veya konaklarda erkeklere ayrılan bölüm, harem karşıtı",8,2025-10-10
11049,boşboğaz,yerli yersiz konuşan,8,2025-10-10
11050,ortalıkta,"göz önünde, meydanda",9,2025-10-10
11051,içgüdüsel,"i̇çgüdü ile ilgili, içgüdülü, insiyaki",9,2025-10-10
11052,özlük,"bir şeyin durumu, mahiyeti",5,2025-10-11
11053,kotra,"çoğunlukla bir direkli, randası olan, ince gövdeli yelkenli",5,2025-10-11
11054,isabet,"`çok güzel, iyi oldu` anlamlarında kullanılan bir seslenme sözü",6,2025-10-11
11055,müfrit,aşırı,6,2025-10-11
11056,gayetle,aşırı derecede,7,2025-10-11
11057,usanmak,"tekrarlanması, uzun sürmesi dolayısıyla bir şeyden hoşlanmaz veya sıkılır duruma gelmek, bıkmak, bezmek",7,2025-10-11
11058,desturlu,i̇zni olan,8,2025-10-11
11059,matbaacı,"basımcı, basımevi sahibi",8,2025-10-11
11060,septisemi,kan zehirlenmesi,9,2025-10-11
11061,matruşluk,"sakalsız, bıyıksız olma durumu",9,2025-10-11
11062,çaşıt,ara bozmak amacıyla söz taşıyan kimse,5,2025-10-12
11063,bebek,meme veya kucak çocuğu,5,2025-10-12
11064,cemaat,"i̇nsan kalabalığı, topluluk",6,2025-10-12
11065,editör,yazıları yeniden düzenleyerek yayıma hazırlayan kimse,6,2025-10-12
11066,eksikli,"kendisine bir şey gerekli olan, muhtaç",7,2025-10-12
11067,diyabet,şeker hastalığı,7,2025-10-12
11068,içkinlik,i̇çkin olma durumu,8,2025-10-12
11069,tanıksız,"tanık olmadan, şahitsiz",8,2025-10-12
11070,çapalamak,çapa ile toprağı kabartmak,9,2025-10-12
11071,başmakale,başyazı,9,2025-10-12
11072,yakın,"erişmesi, olması zaman bakımından yaklaşmış olan",5,2025-10-13
11073,yudum,sıvı içiminde ağza alınan miktar,5,2025-10-13
11074,bendir,alaturka müzikte vurmalı çalgı aleti,6,2025-10-13
11075,hiçbir,bir addan önce getirilerek o adın bildirdiği varlıktan bir tanesinin bile olmadığını anlatan bir söz,6,2025-10-13
11076,muazzep,"acı, sıkıntı, azap çeken",7,2025-10-13
11077,münasip,"uygun, yerinde",7,2025-10-13
11078,taşlamak,taş döşemek,8,2025-10-13
11079,ayrıksız,"i̇stisnasız, bilaistisna",8,2025-10-13
11080,uyarılmak,uyarma işine konu olmak,9,2025-10-13
11081,güneybatı,güneyle batı arasındaki yön,9,2025-10-13
11082,tezce,çabucak,5,2025-10-14
11083,detay,ayrıntı,5,2025-10-14
11084,özürlü,özrü olan,6,2025-10-14
11085,boylam,"yeryüzündeki herhangi bir noktanın meridyen çemberiyle başlangıç olarak alınan greenwich gözlemevinin meridyen çemberi arasındaki açı değeri, tul, tul derecesi, meridyen",6,2025-10-14
11086,okşayış,okşama işi,7,2025-10-14
11087,sivrice,elâzığ iline bağlı ilçelerden biri,7,2025-10-14
11088,tensikat,bir iş yerinde kadro düzenlemeleri,8,2025-10-14
11089,seviyeli,düzeyli,8,2025-10-14
11090,kaybetmek,yitirmek,9,2025-10-14
11091,altimetre,yükseklikölçer,9,2025-10-14
11092,pampa,güney amerika'daki bozkırlar,5,2025-10-15
11093,azman,kerestelik tomruk,5,2025-10-15
11094,mahcup,utangaç bir biçimde,6,2025-10-15
11095,eskrim,"dürtücü kılıç, kesici kılıç ve delici kılıç adı verilen silahlarla yapılan spor, kılıç oyunu",6,2025-10-15
11096,banknot,kâğıt para,7,2025-10-15
11097,zahirde,görünüşte,7,2025-10-15
11098,oyalamak,bekletmek,8,2025-10-15
11099,kadastro,"bir ülkedeki her çeşit arazi ve mülk yerinin, alanının, sınırlarının ve değerlerinin devlet eliyle belirlenip plana bağlanması işi",8,2025-10-15
11100,çilecilik,dinî amaçlarla ve törelere bağlı olarak doğal eğilimleri ve beden isteklerini yenmek için isteyerek acı çekme,9,2025-10-15
11101,alışılmış,"her zamanki, mutat",9,2025-10-15
11102,radon,"atom numarası 86, atom ağırlığı 222 olan, hidrojen ve oksijenle karışım durumunda elde edilen, boru yardımıyla sıvı hava içinden geçirilerek karışımdan ayrılan radyoaktif element (simgesi rn)",5,2025-10-16
11103,aktif,etkili,5,2025-10-16
11104,kırkar,kırk sayısının üleştirme sayı sıfatı,6,2025-10-16
11105,yoldaş,ortak bir görüşü benimseyenlerden her biri,6,2025-10-16
11106,daracık,çok dar,7,2025-10-16
11107,karınsa,kuşların tüy değiştirme zamanı,7,2025-10-16
11108,tutulmak,yakalanmak,8,2025-10-16
11109,otlanmak,para ve emek harcamadan başkalarının sırtından geçinmek,8,2025-10-16
11110,uyurgezer,"uykusu sırasında konuşan, yürüyen (kimse), sairfilmenam",9,2025-10-16
11111,kalkancık,"tohum içerisinde oğulcuğu besi dokuya bağlayan, onu besin deposundan ayıran ve besin maddelerini emerek oğulcuğa veren zar gibi ince ve kalkan şeklinde bir parça",9,2025-10-16
11112,rötar,gecikme,5,2025-10-17
11113,sınır,"i̇ki komşu devletin topraklarını birbirinden ayıran çizgi, hudut",5,2025-10-17
11114,sökmek,karışık bir yazıyı okumak,6,2025-10-17
11115,kalleş,birine gizlice kötülük eden,6,2025-10-17
11116,seminer,bir konu ile ilgili bilgi vermek ve bu bilgiler üzerinde tartışmak amacıyla birkaç yetkilinin yönetimi altında düzenlenen toplantı,7,2025-10-17
11117,narince,"tokat ve amasya yöresinde şarap yapımı için üretilen, orta kalın kabuklu, beyaz renkli bir tür üzüm",7,2025-10-17
11118,meraksız,"kaygısız, aldırışsız",8,2025-10-17
11119,eflatuni,platonik,8,2025-10-17
11120,böldürmek,bölme işi yaptırmak,9,2025-10-17
11121,müstahsil,üretici,9,2025-10-17
11122,seçal,"kafeterya, lokanta, büyük mağaza vb. yerlerde yemeği alma, parayı kasaya ödeme gibi bazı hizmetlerin alıcı tarafından yerine getirilmesi",5,2025-10-18
11123,payan,"son, sonuç, nihayet",5,2025-10-18
11124,cenkçi,"savaşçı, kavgacı",6,2025-10-18
11125,döşeli,"döşenmiş olan, mefruş",6,2025-10-18
11126,telekız,telefon ile iletişim kurarak fuhuş yapan kadın,7,2025-10-18
11127,konçsuz,koncu olmayan veya koncu kısa olan,7,2025-10-18
11128,paskalya,hz. i̇sa'nın dirilişini anmak için hristiyanlarca kutlanan bayram,8,2025-10-18
